Item_desp,pay_num,category
Oxygen medical liquid bulk per kg,84181,Oxygen medical liquid bulk per kg
Oxygen Regulator,0,Oxygen Regulator
"PAD,DIATHERMY SCRATCH PADS",0,"PAD,DIATHERMY SCRATCH PADS"
"PAD,WRITING SELF STICK NOTE PAD (SMALL)",0,"PAD,WRITING SELF STICK NOTE PAD (SMALL)"
PADDING CAST SPLINT,0,PADDING CAST SPLINT
PADEL SANITIZING STAND,27500,PADEL SANITIZING STAND
PAJAMAS,321944,PAJAMAS
PAJAMAS ADULT PAJAMAS SET FLANNEL/WHITE-2XL,98544,PAJAMAS ADULT PAJAMAS SET FLANNEL/WHITE-2XL
PAJAMAS ADULT PAJAMAS SET FLANNEL/WHITE-3XL,103704,PAJAMAS ADULT PAJAMAS SET FLANNEL/WHITE-3XL
PAJAMAS ADULT PAJAMAS SET FLANNEL/WHITE-XL,90288,PAJAMAS ADULT PAJAMAS SET FLANNEL/WHITE-XL
HAND SANITISER,1788726,Uncategorized sanitisers
Paper ECG for MRL cardiac monitor,0,Paper ECG for MRL cardiac monitor
"PAPER PLATES,SERVIETTES, FOAM CUPS, SPRAY BOTTLES, ETC",779656,"PAPER PLATES,SERVIETTES, FOAM CUPS, SPRAY BOTTLES, ETC"
Paper Towels,0,Paper Towels
Paper wipe rolls,10000,Paper wipe rolls
"PAPER,CARBON",0,"PAPER,CARBON"
"PAPER,MEDICAL",0,"PAPER,MEDICAL"
"PAPER,TOILET",0,"PAPER,TOILET"
"PAPER,TOILET 1PLY 48",0,"PAPER,TOILET 1PLY 48"
"PARTS KIT,PLUMBING",0,"PARTS KIT,PLUMBING"
Patient Bed,0,Patient Bed
Patient Monitors - icu,0,Patient Monitors - icu
Patient Monitors and brackets,0,Patient Monitors and brackets
Patient transfer roller,0,Patient transfer roller
PAYMENT CERTIFICATE NO.15 - COVID19 CLAIM,720124,PAYMENT CERTIFICATE NO.15 - COVID19 CLAIM
Payment of gas,0,Payment of gas
Peak Flow Meter,0,Peak Flow Meter
Pedal / Foot Sanitizer free - standing unit (1 Liter capacity),0,Pedal / Foot Sanitizer free - standing unit (1 Liter capacity)
Pedal / Foot Sanitizer free - standing unit (25 Liter capacity),0,Pedal / Foot Sanitizer free - standing unit (25 Liter capacity)
Pedal Operated Hand Sanitiser,114600,Pedal Operated Hand Sanitiser
PEEP valve / diveter,0,PEEP valve / diveter
PEN PILOT BLACK,0,PEN PILOT BLACK
PERLE WHITE PERSONAL SOAP x 5L CHLORGUARD BLEACH SANITISER X 5L,0,PERLE WHITE PERSONAL SOAP x 5L CHLORGUARD BLEACH SANITISER X 5L
Permit Date Stamp,0,Permit Date Stamp
persal run,6697,persal run
Pespex Desk,38668,Pespex Desk
PEST CONTROL,0,PEST CONTROL
"Pest control, deep cleaning and disi nfecting KZN offices",14700,Other fumigation/disinfecting/decontamination/sanitizing/fogging/deep cleaning
PHOTOTHERAPY UNIT,0,PHOTOTHERAPY UNIT
"HAND SANITISER ; @ R399,20 / sanitiser; JHBE19/266-Quote  2 dd 01 June 2020",1197,Uncategorized sanitisers
PINEGEL +BLEACH+SANITIZER,1667,PINEGEL +BLEACH+SANITIZER
PLASTIC BAG 100 BAGS FOR MARTIN YALE 3000SC SHREDDING PAPER/PLASTIC,39600,PLASTIC BAG 100 BAGS FOR MARTIN YALE 3000SC SHREDDING PAPER/PLASTIC
"PLASTIC BAG, PERMANENT FRAME FOR EBA 1324C SHREDDER",39600,"PLASTIC BAG, PERMANENT FRAME FOR EBA 1324C SHREDDER"
PLASTIC BAGS FOR MARTIN YALE CONFIDENTIAL (PER 100),101699,PLASTIC BAGS FOR MARTIN YALE CONFIDENTIAL (PER 100)
Plastic funnels,23,Plastic funnels
Plastic sakkies,1693,Plastic sakkies
PLASTIC SPRAY BOTTLE 1L,26760,PLASTIC SPRAY BOTTLE 1L
PLASTIC WHITE COVERALLS,22000,PLASTIC WHITE COVERALLS
PLATE COVER INSULATED DOME,0,PLATE COVER INSULATED DOME
"HAND SANITISER @ R399,20 / sanitiser",59880,Uncategorized sanitisers
"POLISH,FLOOR",0,"POLISH,FLOOR"
POST-IT FLAG  SIGN HERE,0,POST-IT FLAG  SIGN HERE
Power Drills Large,0,Power Drills Large
PPE Consumables,1350,PPE Consumables
"HAND SANITISER @ R399,20/ 5L hand Sanitiser",159680,Uncategorized sanitisers
PPE000 Other PPEs,509571635,PPE000 Other PPEs
PPE001 Surgical masks for patients,1644794254,PPE001 Surgical masks for patients
HAND SANITISER 100 12 PER BOX,5468,Uncategorized sanitisers
PPE002 Surgical masks for health care workers,9081473,PPE002 Surgical masks for health care workers
PPE005 Eye protection - Goggles,30087213,PPE005 Eye protection - Goggles
Hand Sanitiser 250ml,29900,Uncategorized sanitisers
PPE009 Protective coveralls,124754594,PPE009 Protective coveralls
PPE010 Boot covers,10050236,PPE010 Boot covers
PPE012 Multi purpose sanitisers and disinfectants,168328594,PPE012 Multi purpose sanitisers and disinfectants
PPE013 Biohazard bags,2779056,PPE013 Biohazard bags
HAND SANITISER 25LT,21000,Uncategorized sanitisers
PPE019 Surface sanitizers and disinfectants,113450,PPE019 Surface sanitizers and disinfectants
PPE020 Hand saitisers and disinfectants,0,PPE020 Hand saitisers and disinfectants
PPE020 Hand sanitisers and disinfectants,1202799159,PPE020 Hand sanitisers and disinfectants
PPE021 Sanitising of buildings,547989962,PPE021 Sanitising of buildings
HAND SANITISER 500ML,60000,Uncategorized sanitisers
Hand Sanitiser 500ml Bottles,2925,Uncategorized sanitisers
PPE023 Supply and installation of sanitising stations,5860006,PPE023 Supply and installation of sanitising stations
PPE024 Covid 19 stickers and posters,6945664,PPE024 Covid 19 stickers and posters
PPE025 Sanitising spray bottles,30858988,PPE025 Sanitising spray bottles
PPE028 Sanitiser refil for dispensers,13092453,PPE028 Sanitiser refil for dispensers
Pressure Relief Matrass,33271,Pressure Relief Matrass
PRESSURE SPRAYER 1.5L,1197,PRESSURE SPRAYER 1.5L
PRINTING,25185,PRINTING
PRINTING AND PLACEMENT OF POSTERS,839399,PRINTING AND PLACEMENT OF POSTERS
Private nursing services,1617752,Private nursing services
PROBE,0,PROBE
Probe Linear,0,Probe Linear
"PROBE,LAB INLET PROBE BLOOD GAS ANALYSER",0,"PROBE,LAB INLET PROBE BLOOD GAS ANALYSER"
"PROBE,MEDICAL",0,"PROBE,MEDICAL"
"PROBE,MEDICAL ASPIRATION",0,"PROBE,MEDICAL ASPIRATION"
"PROBE,MEDICAL CONNECTOR",0,"PROBE,MEDICAL CONNECTOR"
PROCUREMENT OF THERMOMETERS FOR WARD COMMITTEE MEMBERS THAT WILL BE USED DURING WARD COMMITTEE MEETNGS,0,PROCUREMENT OF THERMOMETERS FOR WARD COMMITTEE MEMBERS THAT WILL BE USED DURING WARD COMMITTEE MEETNGS
Hand Sanitiser 5L,19766,Uncategorized sanitisers
Protective Body Suites Disposable,76800,Protective Body Suites Disposable
PROTECTIVE COVERALLS (L) CYCW WHITIE NON WOVEN,2800,PROTECTIVE COVERALLS (L) CYCW WHITIE NON WOVEN
PROTECTIVE COVERALLS (M) CYCW WHITE NON WOVEN,2800,PROTECTIVE COVERALLS (M) CYCW WHITE NON WOVEN
PROTECTIVE PVC COVERALLS NURSES (L) WHITE,2900,PROTECTIVE PVC COVERALLS NURSES (L) WHITE
PROTECTIVE PVC COVERALLS NURSES (M) WHITE,2900,PROTECTIVE PVC COVERALLS NURSES (M) WHITE
PROTECTIVE SCREEN (MEDICAL),674004,PROTECTIVE SCREEN (MEDICAL)
PROUREMENT AND DELIVERY OF AL SIZED BROCHURES TO BE POPULATED TO AND TO ASSIST TO RAISE AWARENESS AMONGST OUR COMMUNITIES ON COVID 19 COGTA,0,PROUREMENT AND DELIVERY OF AL SIZED BROCHURES TO BE POPULATED TO AND TO ASSIST TO RAISE AWARENESS AMONGST OUR COMMUNITIES ON COVID 19 COGTA
PROVISION OF TWO 25 LITRES OF HAND SANITIZERS TO BE GIVEN TO WOMEN CARE GIVERS DURING WOMEN'S MONTH,7980,PROVISION OF TWO 25 LITRES OF HAND SANITIZERS TO BE GIVEN TO WOMEN CARE GIVERS DURING WOMEN'S MONTH
PULSE OXIMETRY A DESTOP,0,PULSE OXIMETRY A DESTOP
"Pump, infusion",0,"Pump, infusion"
"Pump, syringe",0,"Pump, syringe"
"PUNCH,PAPER",0,"PUNCH,PAPER"
Pupil Torch (Penlight),0,Pupil Torch (Penlight)
Purchase of 30 Foam Matrasses,6223,Purchase of 30 Foam Matrasses
Purchase of Chiken and Toilet Paper,3213,Purchase of Chiken and Toilet Paper
Purchase of cloth masks & Surgical Gloves,18680,Purchase of cloth masks & Surgical Gloves
Purchase of Groceries,7646,Purchase of Groceries
Purchase of Groceries/Plates/Forks/Spoons,2648,Purchase of Groceries/Plates/Forks/Spoons
Purchase of Hand Sanitizer & Surgical Gloves,7368,Purchase of Hand Sanitizer & Surgical Gloves
PURCHASING OF 25L OF JIK,0,PURCHASING OF 25L OF JIK
PURCHASING OF HAND SANITIZER DISPANSER STAND,0,PURCHASING OF HAND SANITIZER DISPANSER STAND
PURCHASING OF HANDS FREE SANITISER DISPENSER FOOT PEDAL,0,PURCHASING OF HANDS FREE SANITISER DISPENSER FOOT PEDAL
PURCHASING OF RUBBER CLEANING GLOVES,0,PURCHASING OF RUBBER CLEANING GLOVES
Purified air filter,38700,Purified air filter
QUARZ GLASS SOAP DISPENSER,8151,dispenser
QUOTATION : 2,571382,QUOTATION : 2
QUOTATION : 3,226939,QUOTATION : 3
QUOTATION : 4,365495,QUOTATION : 4
R05/2020/21 Est 1764 Covid Flyers,4465,R05/2020/21 Est 1764 Covid Flyers
RACK,0,RACK
RAINSUIT ANY TYPE/COLOUR,0,RAINSUIT ANY TYPE/COLOUR
HAND SANITISER 5LT,46097,Uncategorized sanitisers
Re-Usable Fabric Face Masks,0,Uncategorized masks
Receptacle polyester linen for carrier,0,Receptacle polyester linen for carrier
Receptacle polyster linen for carrier,0,Receptacle polyster linen for carrier
Reception desk screen,13766,Reception desk screen
Reception Perspex counter,48271,Reception Perspex counter
Reception Screens,20413,Reception Screens
"Red refuse bags 30micron for 10 packs of 20 bags each @ R33,90",390,"Red refuse bags 30micron for 10 packs of 20 bags each @ R33,90"
Refil Carbon Dioxide grade-med 1 4KG PI,15383,Refil Carbon Dioxide grade-med 1 4KG PI
Refill Air grade-medical 8 5KG,0,Refill Air grade-medical 8 5KG
Refill LPG gas industrial bulk tank Oryx,45378,Refill LPG gas industrial bulk tank Oryx
Refill medical oxygen in cylinders zone2,0,Refill medical oxygen in cylinders zone2
Refill Nitric Oxide Kinox,0,Refill Nitric Oxide Kinox
Refill Nitrous Oxide grade-med 31 3KG,147148,Refill Nitrous Oxide grade-med 31 3KG
Refill Oxygen grade-medical 0 47KG PI,614979,Refill Oxygen grade-medical 0 47KG PI
Refill Oxygen grade-medical 0 94KG,5092,Refill Oxygen grade-medical 0 94KG
Refill Oxygen grade-medical 0 94KG PI,0,Refill Oxygen grade-medical 0 94KG PI
Refill Oxygen grade-medical 1 84KG PI,3339,Refill Oxygen grade-medical 1 84KG PI
Refill Oxygen grade-medical 10 2KG,788620,Refill Oxygen grade-medical 10 2KG
Refill Oxygen grade-medical 4 6KG,0,Refill Oxygen grade-medical 4 6KG
Refill Oxygen grade-medical 4 6KG PI,12252,Refill Oxygen grade-medical 4 6KG PI
Refill Oxygen medical,410987,Refill Oxygen medical
Refill Oxygen medical cylinder IVR 2000,6066,Refill Oxygen medical cylinder IVR 2000
Refill spray bottles for tiolet soap,0,Refill spray bottles for tiolet soap
REFILLING GAS,40638,REFILLING GAS
Reflective Road Cone - Orange,13600,Reflective Road Cone - Orange
Reflective safety  jackets,0,Reflective safety  jackets
Refrigerator,59969,Refrigerator
Refrigerator vaccine storage 400l volume,0,Refrigerator vaccine storage 400l volume
REFUSE BAG*50,0,REFUSE BAG*50
HAND SANITISER 70% ALC 250ML,89700,Uncategorized sanitisers
Regulator bullnose dial click stop,0,Regulator bullnose dial click stop
Regulator bullnose with flow female,0,Regulator bullnose with flow female
Regulator oxygen 12 position flow contrl,0,Regulator oxygen 12 position flow contrl
Regulator pin index dial click stop,0,Regulator pin index dial click stop
"Regulator, Oxygen",0,"Regulator, Oxygen"
"REGULATOR,MEDICAL",0,"REGULATOR,MEDICAL"
Relining & Flushing Genadenberg Borehole,27600,Relining & Flushing Genadenberg Borehole
RELINING AND FLUSHING OF THE GENADENBERG BOREHOLE,82800,RELINING AND FLUSHING OF THE GENADENBERG BOREHOLE
REMOVAL,75914,REMOVAL
Remover adhesive wipes 50 per box,129540,Remover adhesive wipes 50 per box
Renovation,80309529,Renovation
Rental,661663,Rental
Rental bulk tank medical compressed gas,0,Rental bulk tank medical compressed gas
Rental gas cylinders according to specs,0,Rental gas cylinders according to specs
Repairs School,5000,Repairs School
REQUEST FOR ADJUSTABLE REFLECTORS JACKETS,0,REQUEST FOR ADJUSTABLE REFLECTORS JACKETS
REQUEST FOR SAFETY SHOES,0,REQUEST FOR SAFETY SHOES
REQUEST FOR SANITIZERS AND LATEX GLOVES,0,REQUEST FOR SANITIZERS AND LATEX GLOVES
REQUEST FOR SOCKS,0,REQUEST FOR SOCKS
REQUEST FOR WORK SUIT,0,REQUEST FOR WORK SUIT
REQUESTING FOR PURCHASING 25L*25 SODIUM HYPOCHLORITE FOR FUMIGAGING MUNICIPAL FLEET,0,REQUESTING FOR PURCHASING 25L*25 SODIUM HYPOCHLORITE FOR FUMIGAGING MUNICIPAL FLEET
REQUESTING FOR PURCHASING 25L*25 SODIUM HYPOCHLORITE FOR FUMIGATING MUNICIPAL FLEET,0,REQUESTING FOR PURCHASING 25L*25 SODIUM HYPOCHLORITE FOR FUMIGATING MUNICIPAL FLEET
REQUESTING FOR PURCHASING OF FACE SHIELD FULL PROTECTION CAP,0,REQUESTING FOR PURCHASING OF FACE SHIELD FULL PROTECTION CAP
RESEARCH,1981350,RESEARCH
Resuscitation manual Child,0,Resuscitation manual Child
Resuscitation manual infant disp,0,Resuscitation manual infant disp
Resuscitation trolley,0,Resuscitation trolley
Resuscitator infant gas GE Healthcare,0,Resuscitator infant gas GE Healthcare
Resuscitator manual adult,0,Resuscitator manual adult
Resuscitator manual child,0,Resuscitator manual child
Resuscitator manual infant,0,Resuscitator manual infant
"Resuscitator, manual, Adult",0,"Resuscitator, manual, Adult"
"Resuscitator, manual, infant",0,"Resuscitator, manual, infant"
"Resuscitator, manual, paeds",0,"Resuscitator, manual, paeds"
RFQ130/19/20 Est 1721 COVID-19,9200,RFQ130/19/20 Est 1721 COVID-19
RFQ130/19/20 Est 1722 COVID-19,7000,RFQ130/19/20 Est 1722 COVID-19
RICE 500GR,84000,RICE 500GR
Ripple Mattresses,0,Ripple Mattresses
RISK ASSESMENT FOR COVID 19,2000,RISK ASSESMENT FOR COVID 19
HAND SANITISER 80% ALCOHOL,13131,Uncategorized sanitisers
Rooi/Swart Sanitiser Stand,1676,Rooi/Swart Sanitiser Stand
ROOI/SWART/WIT SANITISER STAND,3000,ROOI/SWART/WIT SANITISER STAND
ROOI/SWART/WIT SANITISER STAND                                              MASKS FACESHIELD,1595,ROOI/SWART/WIT SANITISER STAND                                              MASKS FACESHIELD
Round about with basin,0,Round about with basin
Rovic Pressure Sprayers,399,Rovic Pressure Sprayers
RUBBER GLOVES,0,RUBBER GLOVES
Rubbish Bin Bags (pack of 20),7687,Rubbish Bin Bags (pack of 20)
SAFETY GLOVES,0,SAFETY GLOVES
SAFETY GOGGLES,4000,SAFETY GOGGLES
SAFETY SHIELDS TABLE,60450,SAFETY SHIELDS TABLE
SAFETY SIGNS,159,SAFETY SIGNS
SAFETY SIGNS STAND HERE,159,SAFETY SIGNS STAND HERE
Salvatex Latex Industrial Gloves,0,Salvatex Latex Industrial Gloves
HAND SANITISER BOTTLES 500ML,8775,Uncategorized sanitisers
Sample Cooler Box,0,Sample Cooler Box
Sanitaizer 25L,0,Sanitaizer 25L
"Hand sanitiser for 300 @ R399,20/5L sanitiser",137724,Uncategorized sanitisers
Hand Sanitiser Gel (Anti-Microbial) 5lt,96522,Uncategorized sanitisers
Sanitiser 20l,0,Sanitiser 20l
HAND SANITISER GEL 70% ALCHOL 5 LITRE,2753,Uncategorized sanitisers
HAND SANITISER LIQUID 1LT,3000,Uncategorized sanitisers
SANITISER 25L 70% ALCHOL         MASK HAND MADE,1600,SANITISER 25L 70% ALCHOL         MASK HAND MADE
SANITISER 25L 70% ALCOHOL       BLEACH 5L                                      SPRAY BOTTLE 750ML                  TRIGGER FOR 750ML SPRAY BOTTLE                                            MASK HAND MADE,1736,SANITISER 25L 70% ALCOHOL       BLEACH 5L                                      SPRAY BOTTLE 750ML                  TRIGGER FOR 750ML SPRAY BOTTLE                                            MASK HAND MADE
Sanitiser 25LT,1720,Sanitiser 25LT
Hand Sanitiser Liquid 5L,1945,Uncategorized sanitisers
Hand Sanitiser Spray/Gel,1823,Uncategorized sanitisers
Hand Sanitisers,8280,Uncategorized sanitisers
Sanitiser dispanser,0,Sanitiser dispanser
Sanitiser spray bottles,16500,Sanitiser spray bottles
Sanitiser stand 500ml bottle handsanitiser 5lt,1063,Sanitiser stand 500ml bottle handsanitiser 5lt
SANITISER STANDS WITH BOTTLE,89100,SANITISER STANDS WITH BOTTLE
Sanitiser5 Litre,0,Sanitiser5 Litre
Sanitisers,511732,Sanitisers
Hand sanitisers (350ml),225623,Uncategorized sanitisers
HAND SANITISERS 25L,31500,Uncategorized sanitisers
HAND SANITISERS 5L,18000,Uncategorized sanitisers
SANITIZATION TABLETS,0,SANITIZATION TABLETS
Hand Sanitisors 75% Alcohol,6075,Uncategorized sanitisers
HAND SANITIZER,4475851,Uncategorized sanitisers
Hand Sanitizer (5litre),569,Uncategorized sanitisers
Hand Sanitizer 25L ALTCLEAN,12186,Uncategorized sanitisers
Sanitizer 100ml,0,Sanitizer 100ml
Sanitizer 1L,0,Sanitizer 1L
Sanitizer 25L,0,Sanitizer 25L
Hand sanitizer and Masks,39227,Hand sanitizer and Masks
HAND SANITIZER GEL/PERLE SAN GEL,1633,Uncategorized sanitisers
Sanitizer 70% alcohol content 1l,0,Sanitizer 70% alcohol content 1l
HAND SANITIZER GEL/PERLE SAN GEL 5L,262230,Uncategorized sanitisers
Sanitizer bottles,17125,Sanitizer bottles
Sanitizer brackets - 1 litre bottles,0,Sanitizer brackets - 1 litre bottles
Sanitizer Deterent Chlorie,1540,Sanitizer Deterent Chlorie
Sanitizer Detergent Biocide,9870,Sanitizer Detergent Biocide
Sanitizer detergent vacuum cleanser 5l,0,Sanitizer detergent vacuum cleanser 5l
Hand sanitizers,390580,Uncategorized sanitisers
Hand sanitizers & wipes,2403,Uncategorized sanitisers
Sanitizer hand not less than 70% 500ml,0,Sanitizer hand not less than 70% 500ml
Hand Sanitizes,18750,Uncategorized sanitisers
HAND SANITTISER 70% ALCOHOL 5LT,43263,Uncategorized sanitisers
SANITIZER PADEL STAND,29525,SANITIZER PADEL STAND
Sanitizer powder chlorine disinfecta 30g,777630,Sanitizer powder chlorine disinfecta 30g
Liquid Hand Sanitizer,169380,Uncategorized sanitisers
Sanitizer spray bottles,81,Sanitizer spray bottles
Sanitizer spray refill bottles,0,Sanitizer spray refill bottles
Sanitizer Stand,250,Sanitizer Stand
SANITIZER STAND PADLE,29500,SANITIZER STAND PADLE
SANITIZER STANDS,7000,SANITIZER STANDS
Sanitizer Wipes,0,Sanitizer Wipes
Liquid Hand Sanitizers,29906,Uncategorized sanitisers
Sanitizers 25L,0,Sanitizers 25L
Sanitizers 25L Liquid,0,Sanitizers 25L Liquid
Medical Hand Sanitisers ( 70% Alcohol base) 1 litre,475000,Uncategorized sanitisers
Medical Hand Sanitisers ( 70% Alcohol base) 100ml,35181,Uncategorized sanitisers
SANITIZING AND DISINFECTING THE ENTIRE BUILDING AND SATELITE OFFICES,0,SANITIZING AND DISINFECTING THE ENTIRE BUILDING AND SATELITE OFFICES
Medical Hand Sanitisers ( 70% Alcohol base) 25 litre,474375,Uncategorized sanitisers
Sanitser bottle spray,90000,Sanitser bottle spray
Saniwipes,8602,Saniwipes
Santising Equipment - Limpopo,0,Santising Equipment - Limpopo
Saturation Monitor,0,Saturation Monitor
SCALE BUILD IN,0,SCALE BUILD IN
Scale electronic baby & Child,4085,Scale electronic baby & Child
Scale electronic bathroom type,0,Scale electronic bathroom type
Scale electronic neonatal 20kg,0,Scale electronic neonatal 20kg
Scale Weighing electronic baby and child,0,Scale Weighing electronic baby and child
"Scale, weighing electronic, baby and child convertible.",0,"Scale, weighing electronic, baby and child convertible."
"Scale, Weighing, Electronic, Baby/Child",0,"Scale, Weighing, Electronic, Baby/Child"
Scanner,9000,Scanner
"Methylated Spirits, Sanitiser & Hand Cleaner",952,Uncategorized sanitisers
"SCISSORS,MEDICAL",0,"SCISSORS,MEDICAL"
SCOTT KIMDRI FOLDED PAPER HAND TOWELS,22080,SCOTT KIMDRI FOLDED PAPER HAND TOWELS
"Scott Kimdri Folded Paper Hand towels @ R480,00/Box",22080,"Scott Kimdri Folded Paper Hand towels @ R480,00/Box"
"Scott Kimdri Folded paper hand towels for a box of 20 each @ R480,00",55200,"Scott Kimdri Folded paper hand towels for a box of 20 each @ R480,00"
"Scott Slimroll hand towels for 150 packs of 6 rolls per pack @ R614,50/pack of 6 rolls",106001,"Scott Slimroll hand towels for 150 packs of 6 rolls per pack @ R614,50/pack of 6 rolls"
screen bedside,0,screen bedside
Screen bedside mobile 3 fold 1670x590mm,0,Screen bedside mobile 3 fold 1670x590mm
Screen bedside wheeled type C,0,Screen bedside wheeled type C
Screen bedside wheeled type C 1680mm,0,Screen bedside wheeled type C 1680mm
SCREEN PROTECTOR,115275,SCREEN PROTECTOR
"SCREEN,BEDSIDE",0,"SCREEN,BEDSIDE"
Screening Tents/Shelter Rental,236250,Screening Tents/Shelter Rental
SCREENS PROTECTOR,58500,SCREENS PROTECTOR
SCRUBBING MACHINE,0,SCRUBBING MACHINE
Scrubs,0,Scrubs
SEAL,0,SEAL
Security,15258583,Security
SECURITY SERVICES,726711,SECURITY SERVICES
Sensor flow for ventilator Servo-Air,0,Sensor flow for ventilator Servo-Air
Sensor flow ventilator GE Carescape R860,0,Sensor flow ventilator GE Carescape R860
"SENSOR,MEDICAL",40082,"SENSOR,MEDICAL"
Service cold fogging utilising CAS,0,Service cold fogging utilising CAS
SERVICE; DESIGN AND LAYOUT ACTION,211204,SERVICE; DESIGN AND LAYOUT ACTION
SERVICE; MAINTENANCE CONTRACT,0,SERVICE; MAINTENANCE CONTRACT
SERVICE; PAYMENT FOR WATER,6388710,SERVICE; PAYMENT FOR WATER
SERVICE; RADIO BROADCAST,3302697,SERVICE; RADIO BROADCAST
SERVICE; REPAIR EQUIPMENT,0,SERVICE; REPAIR EQUIPMENT
SERVICE;REPAIR INCUBATOR,0,SERVICE;REPAIR INCUBATOR
SERVICE;REPAIR SCANNER,0,SERVICE;REPAIR SCANNER
SERVICE;REPAIR VENTILATOR,0,SERVICE;REPAIR VENTILATOR
"SHELF UNIT,OFFICE WALL UNIT",0,"SHELF UNIT,OFFICE WALL UNIT"
"SHIELD,MEDICAL",0,"SHIELD,MEDICAL"
Shields,0,Shields
ORLI HAND SANITISER GEL 5LT,5253,Uncategorized sanitisers
PINE CONCENTRATED DISINFECTANT,7200,Uncategorized sanitisers
Pocket hand sanitizers (75ml),13220,Uncategorized sanitisers
PPE Hand Sanitiozer,42250,Uncategorized sanitisers
SHIRT,0,SHIRT
Shoe Covers,24000,Shoe Covers
SHOES OVERSHOES DISPOSABLE,5039,SHOES OVERSHOES DISPOSABLE
SHREDDER,0,SHREDDER
"SIGN, ABC COURT",13400,"SIGN, ABC COURT"
Signature:,0,Signature:
Single Locker ABS,181107,Single Locker ABS
SKIRT  NAVY ALL SIZES,0,SKIRT  NAVY ALL SIZES
Skoonmaakmiddels,360,Skoonmaakmiddels
SLEEVE TOP-DOWN MICROFIBRE FOR MOPPING TROLLEY,0,SLEEVE TOP-DOWN MICROFIBRE FOR MOPPING TROLLEY
Sneeze screens,17956,Sneeze screens
Soap anti bacterial hand soap liquid 5l,49484,Soap anti bacterial hand soap liquid 5l
Soap personal hygiene bath 250g bar,0,Soap personal hygiene bath 250g bar
Soaps,0,Soaps
Social distance reminder signs,0,Social distance reminder signs
Social distancing floor poster,0,Social distancing floor poster
SOFTWARE SUPPORT,275000,SOFTWARE SUPPORT
Soli San Sanitiser 70% Alcohol,0,Soli San Sanitiser 70% Alcohol
soli san sanitiser 70% alcohol x5L,0,soli san sanitiser 70% alcohol x5L
SOLI SAN SANITIZER 5L,0,SOLI SAN SANITIZER 5L
SOLISAN SANITIZER,0,SOLISAN SANITIZER
"SOLUTION,CALCIUM NORMAL AFB9336 1.5 X 2L",0,"SOLUTION,CALCIUM NORMAL AFB9336 1.5 X 2L"
"SOLUTION,DIANEAL FLUID 2.5% AFB 9882, 2.5L (BX/4)",0,"SOLUTION,DIANEAL FLUID 2.5% AFB 9882, 2.5L (BX/4)"
"SOLUTION,DINEAL",0,"SOLUTION,DINEAL"
"SOLUTION,DINEAL DINEAL SOLUTION, AFB9876, 2,5 X 2L",0,"SOLUTION,DINEAL DINEAL SOLUTION, AFB9876, 2,5 X 2L"
"SOLUTION,DINEAL FLUID 1.5%,500ML,AFB989",0,"SOLUTION,DINEAL FLUID 1.5%,500ML,AFB989"
"SOLUTION,DINEAL FLUID 2.5%,5000ML,AFB9914",0,"SOLUTION,DINEAL FLUID 2.5%,5000ML,AFB9914"
"SOLUTION,HAEMODIALYSIS",0,"SOLUTION,HAEMODIALYSIS"
"SOLUTION,PERITONEAL DIALYSIS",0,"SOLUTION,PERITONEAL DIALYSIS"
"SOLUTION,PERITONEAL DIALYSIS SABAX DINEAL,AFB 5168",0,"SOLUTION,PERITONEAL DIALYSIS SABAX DINEAL,AFB 5168"
Sonar Machine,0,Sonar Machine
SAMI-99 DISINFECTANT 5LT,750,Uncategorized sanitisers
Sound System,0,Sound System
"SOURCE,RADIOISOTOPE 10GBQ GENERATOR TECHNETIUM-99M",0,"SOURCE,RADIOISOTOPE 10GBQ GENERATOR TECHNETIUM-99M"
Sanitier,109200,Uncategorized sanitisers
Sanitiser,878300,Uncategorized sanitisers
SPAGHETTI,108000,SPAGHETTI
Spary Bottles,0,Spary Bottles
SPATULA EGG LIFTER,0,SPATULA EGG LIFTER
Spectacle safety ultrasonic non-misting,0,Spectacle safety ultrasonic non-misting
Sphygmomanometer Aneroid,0,Sphygmomanometer Aneroid
Sphygnomanometer aneroid pocket,0,Sphygnomanometer aneroid pocket
SPLINT,0,SPLINT
SPRAY BOTTLE 750ML,946,SPRAY BOTTLE 750ML
Spray Bottled,43000,Spray Bottled
Spray bottles,13827,Spray bottles
Spray Bottles (Empty),460,Spray Bottles (Empty)
Spray Bottles 1L,0,Spray Bottles 1L
Spray Bottles 500ml,0,Spray Bottles 500ml
Spray Bottles 5L,0,Spray Bottles 5L
Spray Machines/Bottles,105267,Spray Machines/Bottles
SPRAY OF OFFICE,3381,SPRAY OF OFFICE
Spraying equipment,0,Spraying equipment
Springs M/C-154237-Cleaning & Decontamination of bacteria and viruses to all suspected of infesction,0,Other fumigation/disinfecting/decontamination/sanitizing/fogging/deep cleaning
Spuit van Munisipale Kantore - Porterville,2254,Spuit van Munisipale Kantore - Porterville
Spuit van Verkeerskantore,1127,Spuit van Verkeerskantore
"Spuit van Verkeerskantore - PB,PV&VD Traffic",3657,"Spuit van Verkeerskantore - PB,PV&VD Traffic"
SR 420 Mist Blower,28520,SR 420 Mist Blower
Sryringe pump,0,Sryringe pump
STAINLESS STEEL,0,STAINLESS STEEL
