supplier_sum,supplier_name,No,Institution_name,Item_desp,Service_desp,Unit_price,Quantity,UOM,Date_order,Order_amount,Date_payments,Payments,pay_num,order_num,Cleaned_name,Cleaned_supplier,CSD_Registration_No
63554135.49,arjo huntleigh south africa,27628,GAUTENG - HEALTH,0,0,0,0,0,,R0.00,28/07/2021,"R517,465",517465,0.0,Gauteng - health,arjo huntleigh south africa,MAAA0005800
63554135.49,arjo huntleigh south africa,31079,EASTERN CAPE DEPARTMENT OF HEALTH,COUCH,0,"1,850.21",10,0,,"R15,021.87",,R0,0,15021.87,Eastern cape - health,arjo huntleigh south africa,MAAA0005800
63554135.49,arjo huntleigh south africa,43448,KWAZULU NATAL - HEALTH,Other,Hospital Bed  with Mattress (4 section),"9,312.91",40,Each,4/7/2020,"R372,516.40",30/06/2020,"R372,516",372516,372516.4,Kwazulu natal - health,arjo huntleigh south africa,MAAA0005800
63554135.49,arjo huntleigh south africa,43449,KWAZULU NATAL - HEALTH,Other,Hospital bed with Mattress (2 section),"9,312.91",2,Each,4/7/2020,"R18,625.82",25/05/2020,"R18,626",18626,18625.82,Kwazulu natal - health,arjo huntleigh south africa,MAAA0005800
63554135.49,arjo huntleigh south africa,43455,KWAZULU NATAL - HEALTH,Other,Mattress cover for hospital bed (MATTRESS COVER ONLY),433.77,247,Each,4/7/2020,"R107,141.15",25/06/2020,"R107,141",107141,107141.15,Kwazulu natal - health,arjo huntleigh south africa,MAAA0005800
63554135.49,arjo huntleigh south africa,43456,KWAZULU NATAL - HEALTH,Other,Mattress for hospital bed (MATTRESS ONLY),"1,055.48",109,Each,4/7/2020,"R115,047.32",16/07/2020,"R115,047",115047,115047.32,Kwazulu natal - health,arjo huntleigh south africa,MAAA0005800
63554135.49,arjo huntleigh south africa,43457,KWAZULU NATAL - HEALTH,Other,Mattress for hospital bed (MATTRESS ONLY),"1,055.48",119,Each,4/7/2020,"R125,602.12",17/07/2020,"R125,602",125602,125602.12,Kwazulu natal - health,arjo huntleigh south africa,MAAA0005800
63554135.49,arjo huntleigh south africa,43458,KWAZULU NATAL - HEALTH,Other,Mattress for hospital bed (MATTRESS ONLY),"1,055.48",61,Each,4/7/2020,"R64,384.28",6/3/2020,"R64,384",64384,64384.28,Kwazulu natal - health,arjo huntleigh south africa,MAAA0005800
63554135.49,arjo huntleigh south africa (pty) ltd,44086,KWAZULU NATAL - HEALTH,Other,Bedside Locker (Plastic),"1,691.71",86,Each,5/5/2020,"R145,487.08",27/10/2020,"R145,457",145457,145487.08,Kwazulu natal - health,arjo huntleigh south africa,MAAA0005800
63554135.49,arjo huntleigh south africa (pty) ltd,44090,KWAZULU NATAL - HEALTH,Other,Ripple Matress and pump,"6,353.17",8,Each,5/5/2020,"R50,825.36",15/10/2020,"R50,825",50825,50825.36,Kwazulu natal - health,arjo huntleigh south africa,MAAA0005800
63554135.49,arjo huntleigh south africa (pty) ltd,44738,KWAZULU NATAL - HEALTH,Other,Matress for hospital,"1,055.48",59,Each,5/8/2020,"R105,548.00",10/5/2020,"R62,273",62273,105548.0,Kwazulu natal - health,arjo huntleigh south africa,MAAA0005800
63554135.49,arjo huntleigh south africa pty ltd,10020,DEPARTMENT OF CORRECTIONAL SERVICES,Hosital Mattress,0,"1,065.30",103 units,0,22/02/2021,"R109,726.16",23/02/2021,"R109,726",109726,109726.16,Department of correctional services,arjo huntleigh south africa,MAAA0005800
63554135.49,arjo huntleigh south africa pty ltd,10106,DEPARTMENT OF CORRECTIONAL SERVICES,Single Locker ABS,0,"1,529.12",103 units,0,22/02/2021,"R181,106.50",23/02/2021,"R181,107",181107,181106.5,Department of correctional services,arjo huntleigh south africa,MAAA0005800
63554135.49,arjohuntleigh south africa (pty) ltd,10127,DEPARTMENT OF HEALTH LIMPOPO PROVINCE,Other,Hospital  beds,"28,080.75",100,Each,22/01/2021,"R2,808,075.00",,R0,0,2808075.0,Limpopo - health,arjo huntleigh south africa,MAAA0005800
62954648.15,beadica 423,15425,GAUTENG - HEALTH,Dusks mask various sizes 2020 FFP2,0,41.36,100000,Each,17/06/2020,"R4,136,000.00",,R0,0,4136000.0,Gauteng - health,beadica 423,MAAA0055918
62954648.15,beadica 423,15438,GAUTENG - HEALTH,Mask face 3ply loops with tie disposable,0,12.5,1546000,Each,17/06/2020,"R19,325,000.00",,R0,0,19325000.0,Gauteng - health,beadica 423,MAAA0055918
62954648.15,beadica 423,15440,GAUTENG - HEALTH,Mask surgical type N95;1 s,0,60,300000,Other UOM,17/06/2020,"R18,000,000.00",,R0,0,18000000.0,Gauteng - health,beadica 423,MAAA0055918
62954648.15,beadica 423,37486,DBSA,PPE010 Boot covers,0,115,500,Box of 100,,"R57,500.00",,"R3,318,648",3318648,57500.0,Dbsa,beadica 423,MAAA0055918
62954648.15,beadica 423,44455,GAUTENG - HEALTH,Dusks mask various sizes 2020 FFP2,0,41.36,100000,Each,5/7/2020,"R4,136,000.00",,"R59,636,000",59636000,4136000.0,Gauteng - health,beadica 423,MAAA0055918
62954648.15,beadica 423,44475,GAUTENG - HEALTH,Mask face surgical typ1 fluid single use,0,12.5,3000000,Other UOM,5/7/2020,"R37,500,000.00",,R0,0,37500000.0,Gauteng - health,beadica 423,MAAA0055918
62954648.15,beadica 423,44477,GAUTENG - HEALTH,Mask surgical type N95;1 s,0,60,300000,Other UOM,5/7/2020,"R18,000,000.00",,R0,0,18000000.0,Gauteng - health,beadica 423,MAAA0055918
61708283.75,yikusasa building contractors sa pty ltd,33052,GAUTENG - HEALTH,Infrastructure,0,"89,406,591.58",1,Each,,"R89,406,591.58",,"R57,257,664",57257664,89406591.58,Gauteng - health,yikusasa building contractors sa,MAAA0094490
61708283.75,yikusasa building contractors sa pty ltd,33086,GAUTENG - INFRASTRUCTURE DEVELOPMENT,Infrastructure,"Refurbishment of existing Anglogold Ashante Mine Hospital to accommodate covid 19 patients -General related building services  (Level 1,2,3,30,16,17,16,15,14,12 and 13 on emergency basis (Team A Higher level)",0,0,Other UOM,,"R268,219,774.73",,R0,0,268219774.7,Gauteng - infrastructure development,yikusasa building contractors sa,MAAA0094490
61708283.75,yikusasa building contractors sa,9539,GAUTENG - HEALTH,Infrastructure,0,0,89406.5,Each,22/06/2020,"R89,406,592.00",5/6/2021,"R2,110,293",2110293,89406592.0,Gauteng - health,yikusasa building contractors sa,MAAA0094490
61708283.75,yikusasa building contractors sa,9540,GAUTENG - HEALTH,Infrastructure,0,0,89406.5,Each,22/06/2020,"R89,406,592.00",19/05/2021,"R2,340,327",2340327,89406592.0,Gauteng - health,yikusasa building contractors sa,MAAA0094490
61164549.47,makhado project management,27981,GAUTENG DEPARTMENT OF HEALTH,0,Renovation,,0,EA,,R0.00,16/04/2021,"R504,281",504281,0.0,Gauteng - health,makhado project management,MAAA0119709
61164549.47,makhado project management,33045,GAUTENG - HEALTH,Infrastructure,0,"118,452,735.52",1,Each,,"R118,452,735.52",,"R56,673,861",56673861,118452735.5,Gauteng - health,makhado project management,MAAA0119709
61164549.47,makhado project management,33082,GAUTENG - INFRASTRUCTURE DEVELOPMENT,Infrastructure,"Refurbishment of existing Anglogold Ashante Mine Hospital to accommodate covid 19 patients - General related building services  (Level 37,38,43,42,41,40,39,46,45,47,48,49,50, and 51 on an emergency basis (Team C Higher level)",0,0,Other UOM,,"R355,358,206.56",,R0,0,355358206.6,Gauteng - infrastructure development,makhado project management,MAAA0119709
61164549.47,makhado project management,40136,GAUTENG DEPARTMENT OF HEALTH,Renovation,0,,118.452.736,Each,,R0.00,3/11/2021,"R2,717,788",2717788,0.0,Gauteng - health,makhado project management,MAAA0119709
61164549.47,makhado project management,40137,GAUTENG DEPARTMENT OF HEALTH,Renovation,0,,118.452.736,Each,,R0.00,24/03/2021,"R1,772,901",1772901,0.0,Gauteng - health,makhado project management,MAAA0119709
60000000.0,before sunset,43155,SA POLICE SERVICE,PPE001 Surgical masks for patients,0,30,2000000,Box of 50,4/3/2020,"R60,000,000.00",28/04/2020,"R60,000,000",60000000,60000000.0,Sa police service,be for sunset trading and projects 107,MAAA0744361
60000000.0,tombo investments,43156,SA POLICE SERVICE,PPE001 Surgical masks for patients,0,30,2000000,Box of 50,4/3/2020,"R60,000,000.00",29/04/2020,"R60,000,000",60000000,60000000.0,Sa police service,tombo investments,MAAA0127588
59745550.18,highpana projects,6728,KWAZULU NATAL - HEALTH,Infrastructure,Richmond - Richmond Chest Hospital - Emergency Repairs to Wards for quarantine and Isolation- Phase 2,"30,000,000.00",1,Other UOM,25/03/2020,"R30,000,000.00",,R0,0,30000000.0,Kwazulu natal - health,highpana projects,MAAA0514740
59745550.18,highpana projects,43406,KWAZULU NATAL - HEALTH,Infrastructure,"Richmond - Richmond Chest Hospital - Conversion of  Ward A4, B1 and B5 into Isolation Wards","80,000,000.00",1,per m2,4/7/2020,"R80,000,000.00",7/2/2020,"R59,745,550",59745550,80000000.0,Kwazulu natal - health,highpana projects,MAAA0514740
59000000.0,tsa bapelo medical,12439,SA POLICE SERVICE,PPE001 Surgical masks for patients,0,29.5,1973000,Box of 50,20/04/2020,"R58,203,500.00",23/04/2020,"R58,203,500",58203500,58203500.0,Sa police service,tsa bophelo medical suppliers and logistics,MAAA0578578
59000000.0,tsa bapelo medical,43224,SA POLICE SERVICE,PPE001 Surgical masks for patients,0,29.5,27000,Box of 50,4/4/2020,"R796,500.00",23/04/2020,"R796,500",796500,796500.0,Sa police service,tsa bophelo medical suppliers and logistics,MAAA0578578
56989955.0,medical plant africa,688,CITY OF CAPE TOWN,PPE008 Surgical gowns,0,73,17500,Each,30/10/2020,"R1,277,500.00",11/12/2020,"R755,250",755250,1277500.0,City of cape town,medical plant africa,MAAA0692961
56989955.0,medical plant africa,2743,ALL WCG DEPARTMENTS,Other,Gowns Disposable,148.35,100000,Each,29/04/2020,"R437,500.00",,"R14,835,000",14835000,437500.0,All wcg departments,medical plant africa,MAAA0692961
56989955.0,medical plant africa,8072,CITY OF CAPE TOWN,PPE008 Surgical gowns,0,73,17500,Each,23/10/2020,"R1,277,500.00",11/12/2020,"R730,000",730000,1277500.0,City of cape town,medical plant africa,MAAA0692961
56989955.0,medical plant africa,8819,ALL WCG DEPARTMENTS,PPE009 Protective coveralls,Other - Protective Clothing,2.53,28000,Each,23/04/2020,"R2,529,660.90",30/04/2020,"R70,840",70840,2529660.9,All wcg departments,medical plant africa,MAAA0692961
56989955.0,medical plant africa,8820,ALL WCG DEPARTMENTS,PPE009 Protective coveralls,Other - Protective Clothing,0.37,50000,Each,23/04/2020,R566.95,30/04/2020,"R18,400",18400,566.95,All wcg departments,medical plant africa,MAAA0692961
56989955.0,medical plant africa,8821,ALL WCG DEPARTMENTS,PPE010 Boot covers,Boot Covers,0.6,100000,Each,23/04/2020,"R2,526,550.00",30/04/2020,"R59,800",59800,2526550.0,All wcg departments,medical plant africa,MAAA0692961
56989955.0,medical plant africa,11281,ALL WCG DEPARTMENTS,PPE002 Surgical masks for healt care workers,Mask Surgical/medical,9.2,250000,Each,21/04/2020,"R5,750,000.00",30/04/2020,"R2,300,000",2300000,5750000.0,All wcg departments,medical plant africa,MAAA0692961
56989955.0,medical plant africa,11282,ALL WCG DEPARTMENTS,PPE002 Surgical masks for healt care workers,Mask Surgical/medical,9.2,750000,Each,21/04/2020,"R112,500.00",30/04/2020,"R6,900,000",6900000,112500.0,All wcg departments,medical plant africa,MAAA0692961
56989955.0,medical plant africa,19829,ALL WCG DEPARTMENTS,Other,Gowns Disposable,20.99,1260,Each,13/05/2020,"R25,796.80",15/04/2020,"R27,807",27807,25796.8,All wcg departments,medical plant africa,MAAA0692961
56989955.0,medical plant africa,19830,ALL WCG DEPARTMENTS,Other,Gowns Disposable,25.83,1368,Each,13/05/2020,"R193,200.00",15/04/2020,"R41,701",41701,193200.0,All wcg departments,medical plant africa,MAAA0692961
56989955.0,medical plant africa,19831,ALL WCG DEPARTMENTS,Other,Gowns Disposable,25.5,1404,Each,13/05/2020,"R1,250,625.00",15/04/2020,"R40,124",40124,1250625.0,All wcg departments,medical plant africa,MAAA0692961
56989955.0,medical plant africa,19832,ALL WCG DEPARTMENTS,Other,Gowns Disposable,20.67,1620,Each,13/05/2020,"R12,898.40",15/04/2020,"R44,493",44493,12898.4,All wcg departments,medical plant africa,MAAA0692961
56989955.0,medical plant africa,19833,ALL WCG DEPARTMENTS,Other,Gowns Disposable,20.12,2356,Each,13/05/2020,"R12,898.40",15/04/2020,"R54,521",54521,12898.4,All wcg departments,medical plant africa,MAAA0692961
56989955.0,medical plant africa,19834,ALL WCG DEPARTMENTS,Other,Gowns Disposable,18.96,2760,Each,13/05/2020,"R20,000.00",15/04/2020,"R59,292",59292,20000.0,All wcg departments,medical plant africa,MAAA0692961
56989955.0,medical plant africa,19835,ALL WCG DEPARTMENTS,Other,Gowns Disposable,23.15,2880,Each,13/05/2020,"R16,100,000.00",15/04/2020,"R77,731",77731,16100000.0,All wcg departments,medical plant africa,MAAA0692961
56989955.0,medical plant africa,19836,ALL WCG DEPARTMENTS,Other,Gowns Disposable,24.96,3002,Each,13/05/2020,"R2,300,000.00",15/04/2020,"R87,261",87261,2300000.0,All wcg departments,medical plant africa,MAAA0692961
56989955.0,medical plant africa,19837,ALL WCG DEPARTMENTS,Other,Gowns Disposable,18.13,462,Each,13/05/2020,"R621,000.00",15/04/2020,"R9,632",9632,621000.0,All wcg departments,medical plant africa,MAAA0692961
56989955.0,medical plant africa,19838,ALL WCG DEPARTMENTS,Other,Gowns Disposable,18.47,800,Each,13/05/2020,"R8,050.00",15/04/2020,"R17,844",17844,8050.0,All wcg departments,medical plant africa,MAAA0692961
56989955.0,medical plant africa,19927,ALL WCG DEPARTMENTS,PPE007 Isolation gowns,Gowns Disposable,21.86,210,Each,13/05/2020,"R4,600,000.00",15/04/2020,"R6,334",6334,4600000.0,All wcg departments,medical plant africa,MAAA0692961
56989955.0,medical plant africa,24862,WESTERN CAPE - HEALTH,PPE015 Non-sterile examination gloves,0,43.7,700,0,7/7/2021,"R30,590.00",18/08/2021,"R30,590",30590,30590.0,Western cape - health,medical plant africa,MAAA0692961
56989955.0,medical plant africa,33949,ALL WCG DEPARTMENTS,Other,Gowns Disposable,20.67,216,Each,,"R3,614,000.00",15/04/2020,R0,0,3614000.0,All wcg departments,medical plant africa,MAAA0692961
56989955.0,medical plant africa,33950,ALL WCG DEPARTMENTS,Other,Gowns Disposable,20.12,38,Each,,"R239,300.00",15/04/2020,R0,0,239300.0,All wcg departments,medical plant africa,MAAA0692961
56989955.0,medical plant africa,33951,ALL WCG DEPARTMENTS,Other,Gowns Disposable,41.62,40,Each,,"R613,990.00",15/04/2020,R0,0,613990.0,All wcg departments,medical plant africa,MAAA0692961
56989955.0,medical plant africa,33952,ALL WCG DEPARTMENTS,Other,Gowns Disposable,21.86,42,Each,,"R380,000.00",15/04/2020,R0,0,380000.0,All wcg departments,medical plant africa,MAAA0692961
56989955.0,medical plant africa,36647,WESTERN CAPE - HEALTH,PPE000 Other PPEs,0,0.75,150000,0,,"R112,125.00",3/12/2021,"R112,125",112125,112125.0,Western cape - health,medical plant africa,MAAA0692961
56989955.0,medical plant africa,36693,WESTERN CAPE - HEALTH,PPE000 Other PPEs,0,0.75,50000,0,,"R37,375.00",3/12/2021,"R37,375",37375,37375.0,Western cape - health,medical plant africa,MAAA0692961
56989955.0,medical plant africa,36953,ALL WCG DEPARTMENTS,PPE002 Surgical masks for healt care workers,Mask Surgical/medical,9.78,3000000,Each,,"R11,350.50",,"R29,325,000",29325000,11350.5,All wcg departments,medical plant africa,MAAA0692961
56989955.0,medical plant africa,37510,WESTERN CAPE - HEALTH,PPE010 Boot covers,0,0.75,100000,0,,R0.00,16/04/2021,"R74,750",74750,0.0,Western cape - health,medical plant africa,MAAA0692961
56989955.0,medical plant africa,37512,WESTERN CAPE - HEALTH,PPE010 Boot covers,0,69,1500,0,,"R103,500.00",23/07/2021,"R103,500",103500,103500.0,Western cape - health,medical plant africa,MAAA0692961
56989955.0,medical plant africa,37522,WESTERN CAPE - HEALTH,PPE010 Boot covers,0,69,500,0,,"R34,500.00",16/07/2021,"R34,500",34500,34500.0,Western cape - health,medical plant africa,MAAA0692961
56989955.0,medical plant africa,37523,WESTERN CAPE - HEALTH,PPE010 Boot covers,0,0.75,50000,0,,R0.00,4/9/2021,"R37,375",37375,0.0,Western cape - health,medical plant africa,MAAA0692961
56989955.0,medical plant africa,38052,WESTERN CAPE - HEALTH,PPE016 Sterile examination or surgical gloves,0,43.7,6300,0,,"R275,310.00",23/07/2021,"R275,310",275310,275310.0,Western cape - health,medical plant africa,MAAA0692961
56989955.0,medical plant africa,38054,WESTERN CAPE - HEALTH,PPE016 Sterile examination or surgical gloves,0,43.7,7000,0,,"R305,900.00",16/07/2021,"R305,900",305900,305900.0,Western cape - health,medical plant africa,MAAA0692961
56989955.0,medical plant africa,44237,WESTERN CAPE - HEALTH,PPE010 Boot covers,0,2.07,250000,0,5/5/2021,"R517,500.00",5/12/2021,"R517,500",517500,517500.0,Western cape - health,medical plant africa,MAAA0692961
56809004.88,condocor (pty) ltd,33042,GAUTENG - HEALTH,Infrastructure,0,"496,616,790.30",1,Each,,"R220,774,176.35",,"R56,809,005",56809005,220774176.4,Gauteng - health,condocor,MAAA0165245
56809004.88,condocor (pty) ltd,33063,GAUTENG - INFRASTRUCTURE DEVELOPMENT,Infrastructure,"Designed, Construction and Commissioning of Hospital Facility Consisting of 300 ICU bed units on Turn key basis",0,0,Other UOM,,"R662,322,529.05",,R0,0,662322529.1,Gauteng - infrastructure development,condocor,MAAA0165245
55620000.0,mapheceka construction and proje,39277,GAUTENG - EDUCATION,PPE021 Sanitising of buildings,0,105,270000,Other UOM,,"R28,350,000.00",21/10/2020,"R28,350,000",28350000,28350000.0,Gauteng - education,mapheceka construction and projects,MAAA0064762
55620000.0,mapheceka construction and proje,39440,GAUTENG - EDUCATION,PPE021 Sanitising of buildings,0,90,290000,Other UOM,,"R26,100,000.00",21/10/2020,"R26,100,000",26100000,26100000.0,Gauteng - education,mapheceka construction and projects,MAAA0064762
55620000.0,mapheceka construction and proje,39471,GAUTENG - EDUCATION,PPE021 Sanitising of buildings,0,3,390000,Other UOM,,"R1,170,000.00",21/10/2020,"R1,170,000",1170000,1170000.0,Gauteng - education,mapheceka construction and projects,MAAA0064762
55012000.0,nyathela consulting,11276,DEFENCE,PPE001 Surgical masks for patients,0,20.5,42000,Each (Box of 50),21/04/2020,"R861,000.00",26/05/2020,"R861,000",861000,861000.0,Defence,nyathela consulting 2,MAAA0808601
55012000.0,nyathela consulting,17669,DEFENCE,PPE001 Surgical masks for patients,0,20.5,42000,Each (Box of 50),15/05/2020,"R861,000.00",28/05/2020,"R861,000",861000,861000.0,Defence,nyathela consulting 2,MAAA0808601
55012000.0,nyathela consulting,21052,DEFENCE,PPE001 Surgical masks for patients,0,12.3,200000,Each (Box of 50),11/6/2020,"R2,460,000.00",29/06/2020,"R2,460,000",2460000,2460000.0,Defence,nyathela consulting 2,MAAA0808601
55012000.0,nyathela consulting,24968,DEFENCE,PPE001 Surgical masks for patients,0,12.3,100000,Each (Box of 50),7/7/2020,"R1,230,000.00",24/06/2020,"R1,230,000",1230000,1230000.0,Defence,nyathela consulting 2,MAAA0808601
55012000.0,nyathela consulting,36884,DEFENCE,PPE001 Surgical masks for patients,0,12.4,4000000,Each (Box of 50),,"R49,600,000.00",,R0,0,49600000.0,Defence,nyathela consulting 2,MAAA0808601
55012000.0,nyathela consulting 2,24988,DEFENCE,PPE001 Surgical masks for patients,0,12.4,4000000,Box of 100 gloves,7/7/2020,"R49,600,000.00",8/5/2020,"R49,600,000",49600000,49600000.0,Defence,nyathela consulting 2,MAAA0808601
54476851.73,rembu construction pty ltd,8394,JOHANNESBURG SOCIAL HOUSING COMPANY (JOSHCO),PPE000 Other PPEs,Temporarily ReAllocation Accommodation,"194,959,039.77",1,Each,23/07/2020,"R194,959,039.77",26/11/2020,"R54,476,852",54476852,194959039.8,Johannesburg social housing company (joshco),rembu construction,MAAA0126543
53521522.65,pep,10737,THE ELECTORAL COMMISSION,PPE001 Surgical masks for patients,0,79.9,2,Box of 10,21/07/2020,R159.90,21/07/2020,R0,0,159.9,Electoral commission (iec),pepkor trading,"MAAA0055159
MAAA0905651
MAAA0907634"
53521522.65,pep,16685,LEGAL AID SA,Other,Wetwipes,19.99,10,0,16/03/2020,R199.90,,R200,200,199.9,Legal aid south africa,pepkor trading,"MAAA0055159
MAAA0905651
MAAA0907634"
53521522.65,pep,16686,LEGAL AID SOUTH AFRICA,Other,Wetwipes,19.99,10,0,16/03/2020,R199.90,16/03/2020,R200,200,199.9,Legal aid south africa,pepkor trading,"MAAA0055159
MAAA0905651
MAAA0907634"
53521522.65,pep,23506,IZIKO MUSEUMS OF CAPE TOWN,PPE018 3 Layer fabric cloth masks,0,15.55,20,Each,8/7/2020,R310.50,8/7/2020,R311,311,310.5,Iziko museums of cape town,pepkor trading,"MAAA0055159
MAAA0905651
MAAA0907634"
53521522.65,pep,23607,ELECTORAL COMMISSION (IEC),PPE020 Hand sanitisers and disinfectants,0,59.9,1,1 Litre,8/6/2021,R59.90,8/6/2021,R60,60,59.9,Electoral commission (iec),pepkor trading,"MAAA0055159
MAAA0905651
MAAA0907634"
53521522.65,pep,38697,LEGAL AID SA,PPE020 Hand sanitisers and disinfectants,0,59.9,1,Each,,R59.90,31/07/2020,R60,60,59.9,Legal aid south africa,pepkor trading,"MAAA0055159
MAAA0905651
MAAA0907634"
53521522.65,pep,45575,ALL WCG DEPARTMENTS,Telecommunication,0,597,1,Each,6/1/2020,R597.00,,R597,597,597.0,All wcg departments,pepkor trading,"MAAA0055159
MAAA0905651
MAAA0907634"
53521522.65,pep a division of pepkor trading (pty) ltd,23610,ELECTORAL COMMISSION (IEC),PPE020 Hand sanitisers and disinfectants,0,24.99,5,500ml,8/6/2021,R124.95,8/6/2021,R125,125,124.95,Electoral commission (iec),pepkor trading,"MAAA0055159
MAAA0905651
MAAA0907634"
53521522.65,pepkor trading,11030,ALL WCG DEPARTMENTS,Other,Gowns Disposable,92,175000,Each,21/05/2020,"R2,170,000.00",,"R15,623,600",15623600,2170000.0,All wcg departments,pepkor trading,"MAAA0055159
MAAA0905651
MAAA0907634"
53521522.65,pepkor trading,11031,ALL WCG DEPARTMENTS,Other,Gowns Disposable,92,200000,Each,21/05/2020,R175.50,,"R17,760,600",17760600,175.5,All wcg departments,pepkor trading,"MAAA0055159
MAAA0905651
MAAA0907634"
53521522.65,pepkor trading,11032,ALL WCG DEPARTMENTS,Other,Gowns Disposable,92,25000,Each,21/05/2020,"R3,255,000.00",,"R2,205,700",2205700,3255000.0,All wcg departments,pepkor trading,"MAAA0055159
MAAA0905651
MAAA0907634"
53521522.65,pepkor trading,11033,ALL WCG DEPARTMENTS,Other,Gowns Disposable,92,50000,Each,21/05/2020,"R1,085,000.00",,"R4,368,169",4368169,1085000.0,All wcg departments,pepkor trading,"MAAA0055159
MAAA0905651
MAAA0907634"
53521522.65,pepkor trading,11126,ALL WCG DEPARTMENTS,PPE020 Hand sanitisers and disinfectants,Gowns Disposable,92,50000,Each,21/05/2020,"R2,000,000.00",,"R4,409,560",4409560,2000000.0,All wcg departments,pepkor trading,"MAAA0055159
MAAA0905651
MAAA0907634"
53521522.65,pepkor trading,25311,ALL WCG DEPARTMENTS,Other,Other Mask Filter,4.6,600000,Each,7/5/2020,"R35,541.90",,"R2,045,850",2045850,35541.9,All wcg departments,pepkor trading,"MAAA0055159
MAAA0905651
MAAA0907634"
53521522.65,pepkor trading,25318,ALL WCG DEPARTMENTS,PPE002 Surgical masks for healt care workers,Mask Surgical/medical,14.09,300000,Each,7/5/2020,"R42,650.28",,"R4,226,250",4226250,42650.28,All wcg departments,pepkor trading,"MAAA0055159
MAAA0905651
MAAA0907634"
53521522.65,pepkor trading,26854,ALL WCG DEPARTMENTS,Other,Other Mask Filter,4.6,400000,Each,6/5/2020,"R534,500.00",,"R1,797,450",1797450,534500.0,All wcg departments,pepkor trading,"MAAA0055159
MAAA0905651
MAAA0907634"
53521522.65,pepkor trading,26926,ALL WCG DEPARTMENTS,PPE002 Surgical masks for healt care workers,Mask Surgical/medical,14.09,150000,Each,6/5/2020,"R156,608.50",22/05/2020,"R1,084,033",1084033,156608.5,All wcg departments,pepkor trading,"MAAA0055159
MAAA0905651
MAAA0907634"
53521522.65,pepkor trading,44303,ALL WCG DEPARTMENTS,PPE002 Surgical masks for healt care workers,Mask Surgical/medical,11.04,500000,Each,5/6/2020,"R900,000.00",22/05/2020,"R5,520,000",5520000,900000.0,All wcg departments,pepkor trading,"MAAA0055159
MAAA0905651
MAAA0907634"
53400000.0,leomat jjs jv,5744,KWAZULU NATAL - HEALTH,Infrastructure,King Dinuzulu Hospital - Durban - KZN EMS College - Refurbishment of Staff Accommodation Phase 1 - Emergency Covid-19 Quarantine Facility,"68,520,872.15",1,Other UOM,26/03/2020,"R68,520,872.15",,R0,0,68520872.15,Kwazulu natal - health,leomat jjs jv,MAAA0799544
53400000.0,leomat jjs jv,45044,KWAZULU NATAL - HEALTH,Infrastructure,0,"53,400,000.00",1,Each,5/11/2020,"R53,400,000.00",,"R53,400,000",53400000,53400000.0,Kwazulu natal - health,leomat jjs jv,MAAA0799544
51971568.0,digital vibes,2740,NATIONAL DEPARTMENT OF HEALTH,--Non-PPE Covid 19 related spend items--,Printing and distribution of 35 million pamplets,"7,877,500.00",35000000,Each,29/04/2020,"R7,877,500.00",5/6/2020,"R7,877,500",7877500,7877500.0,Department of health,digital vibes,MAAA0587930
51971568.0,digital vibes,5078,NATIONAL DEPARTMENT OF HEALTH,--Non-PPE Covid 19 related spend items--,Mass media campaign,"7,743,333.00",1,Other UOM,26/08/2020,"R46,772,788.80",30/09/2020,"R7,743,333",7743333,46772788.8,Department of health,digital vibes,MAAA0587930
51971568.0,digital vibes,41397,NATIONAL DEPARTMENT OF HEALTH,--Non-PPE Covid 19 related spend items--,Mass media campaign,"10,000,000.00",4,Other UOM,2/3/2021,"R40,000,000.00",2/8/2021,"R8,529,167",8529167,40000000.0,Department of health,digital vibes,MAAA0587930
51971568.0,digital vibes,43413,NATIONAL DEPARTMENT OF HEALTH,--Non-PPE Covid 19 related spend items--,Covid-19 related consulting services,"7,843,000.00",1,Other UOM,4/7/2020,"R7,843,000.00",4/8/2020,"R7,843,000",7843000,7843000.0,Department of health,digital vibes,MAAA0587930
51971568.0,digital vibes,44268,NATIONAL DEPARTMENT OF HEALTH,--Non-PPE Covid 19 related spend items--,Covid-19 related consulting services,"17,874,068.00",1,Other UOM,5/6/2020,"R17,874,068.00",5/8/2020,"R17,874,068",17874068,17874068.0,Department of health,digital vibes,MAAA0587930
51971568.0,digital vibes,44715,NATIONAL DEPARTMENT OF HEALTH,--Non-PPE Covid 19 related spend items--,Covid-19 related consulting services,"2,104,500.00",1,Other UOM,5/8/2020,"R2,104,500.00",5/12/2020,"R2,104,500",2104500,2104500.0,Department of health,digital vibes,MAAA0587930
50964214.0,murunwa consulting,12433,DEFENCE,PPE001 Surgical masks for patients,0,22,40000,Each (Box of 50),20/04/2020,"R880,000.00",30/04/2020,"R880,000",880000,880000.0,Defence,murunwa consulting,MAAA0011540
50964214.0,murunwa consulting,24987,DEFENCE,PPE001 Surgical masks for patients,0,12.4,4000000,Box of 100 gloves,7/7/2020,"R49,600,000.00",8/5/2020,"R49,600,000",49600000,49600000.0,Defence,murunwa consulting,MAAA0011540
50964214.0,murunwa consulting,26916,DEFENCE,PPE001 Surgical masks for patients,0,22,20000,Each (Box of 50),6/5/2020,"R440,000.00",5/12/2020,"R440,000",440000,440000.0,Defence,murunwa consulting,MAAA0011540
