,No,Institution_name,Item_d,Supplier_name,Service_desp,Unit_price,Quantity,UOM,Date_order,Order_amount,Date_payments,Payments,pay_num,order_num,cleaned_name,Item_desp,No_per_unit,price_per_mask,real_quan
1875,43946,SOUTH AFRICAN REVENUE SERVICE,PPE001 Surgical masks for patients,Tele Business Solution,0,774.99,10.0,Box of 50,2020-04-05,"R7,749.90",2020-05-29,"R7,750",7750,7749.9,South african revenue services,PPE001 Surgical masks for patients,50.0,15.4998,500.0
1876,43947,BELA-BELA LOCAL MUNICIPALITY,PPE002 Surgical masks for healt care workers,MD Hardware,0,10.0,500.0,Each,2020-04-05,"R5,000.00",2020-05-15,"R5,000",5000,5000.0,Bela-bela local municipality,PPE002 Surgical masks for health care workers,1.0,10.0,500.0
1877,43968,ETHEKWINI MUNICIPALITY,PPE018 3 Layer fabric cloth masks,ALFREHUTCH TRADING CC,RE-USABLE FACE MASK 3PLY CLOTH,19.85,6250.0,Each,2020-04-05,"R124,062.50",,R0,0,124062.5,Ethekwini municipality,cloth masks,1.0,19.85,6250.0
1878,43969,ETHEKWINI MUNICIPALITY,PPE018 3 Layer fabric cloth masks,NTSIKAZI PROJECTS AND SUPPLIES,RE-USABLE FACE MASK 3PLY CLOTH,25.0,6250.0,Each,2020-04-05,"R156,250.00",2020-06-02,"R117,156",117156,156250.0,Ethekwini municipality,cloth masks,1.0,25.0,6250.0
1879,43970,ETHEKWINI MUNICIPALITY,PPE018 3 Layer fabric cloth masks,Shuluta Consulting,RE-USABLE FACE MASK 3PLY CLOTH,200.0,6250.0,Each,2020-04-05,"R1,250,000.00",2020-06-05,"R150,125",150125,1250000.0,Ethekwini municipality,cloth masks,1.0,200.0,6250.0
1880,43971,ETHEKWINI MUNICIPALITY,PPE018 3 Layer fabric cloth masks,D.Y. USHER HOLDINGS,RE-USABLE FACE MASK 3PLY CLOTH,120.0,6250.0,Each,2020-04-05,"R750,000.00",2020-07-15,"R66,000",66000,750000.0,Ethekwini municipality,cloth masks,1.0,120.0,6250.0
1881,43972,ETHEKWINI MUNICIPALITY,PPE018 3 Layer fabric cloth masks,NASCIPRO (PTY)LTD,RE-USABLE FACE MASK 3PLY CLOTH,20.0,6250.0,Each,2020-04-05,"R125,000.00",2020-07-15,"R28,980",28980,125000.0,Ethekwini municipality,cloth masks,1.0,20.0,6250.0
1882,43973,ETHEKWINI MUNICIPALITY,PPE018 3 Layer fabric cloth masks,MELODY STREET TRADING 69,RE-USABLE FACE MASK 3PLY CLOTH,51.0,6250.0,Each,2020-04-05,"R318,750.00",2020-05-21,"R122,400",122400,318750.0,Ethekwini municipality,cloth masks,1.0,51.0,6250.0
1883,43974,ETHEKWINI MUNICIPALITY,PPE018 3 Layer fabric cloth masks,NTSIKAZI PROJECTS AND SUPPLIES,RE-USABLE FACE MASK 3PLY CLOTH,25.0,6250.0,Each,2020-04-05,"R156,250.00",2020-05-21,"R10,781",10781,156250.0,Ethekwini municipality,cloth masks,1.0,25.0,6250.0
1884,43975,ETHEKWINI MUNICIPALITY,PPE018 3 Layer fabric cloth masks,Shuluta Consulting,RE-USABLE FACE MASK 3PLY CLOTH,50.0,6250.0,Each,2020-04-05,"R312,500.00",2020-05-21,"R6,125",6125,312500.0,Ethekwini municipality,cloth masks,1.0,50.0,6250.0
1885,43976,ETHEKWINI MUNICIPALITY,PPE018 3 Layer fabric cloth masks,D.Y. USHER HOLDINGS,RE-USABLE FACE MASK 3PLY CLOTH,150.0,6250.0,Each,2020-04-05,"R937,500.00",2020-07-21,"R121,500",121500,937500.0,Ethekwini municipality,cloth masks,1.0,150.0,6250.0
1886,43977,ETHEKWINI MUNICIPALITY,PPE018 3 Layer fabric cloth masks,NTSIKAZI PROJECTS AND SUPPLIES,RE-USABLE FACE MASK 3PLY CLOTH,25.0,6250.0,Each,2020-04-05,"R156,250.00",2020-05-22,"R31,625",31625,156250.0,Ethekwini municipality,cloth masks,1.0,25.0,6250.0
1887,43978,ETHEKWINI MUNICIPALITY,PPE018 3 Layer fabric cloth masks,NASCIPRO (PTY)LTD,RE-USABLE FACE MASK 3PLY CLOTH,40.0,6250.0,Each,2020-04-05,"R250,000.00",2020-07-24,"R115,640",115640,250000.0,Ethekwini municipality,cloth masks,1.0,40.0,6250.0
1888,43979,ETHEKWINI MUNICIPALITY,PPE018 3 Layer fabric cloth masks,SAKHUMBUMBANO DISTRIBUTORS,RE-USABLE FACE MASK 3PLY CLOTH,78.75,6250.0,Each,2020-04-05,"R492,187.50",2020-05-25,"R188,672",188672,492187.5,Ethekwini municipality,cloth masks,1.0,78.75,6250.0
1889,43980,ETHEKWINI MUNICIPALITY,PPE018 3 Layer fabric cloth masks,NTSIKAZI PROJECTS AND SUPPLIES,RE-USABLE FACE MASK 3PLY CLOTH,25.0,6250.0,Each,2020-04-05,"R156,250.00",2020-05-27,"R20,125",20125,156250.0,Ethekwini municipality,cloth masks,1.0,25.0,6250.0
1890,43981,ETHEKWINI MUNICIPALITY,PPE018 3 Layer fabric cloth masks,INTENSIVE TEAM BUILDING/IPTS SECURITY,RE-USABLE FACE MASK 3PLY CLOTH,30.0,6250.0,Each,2020-04-05,"R187,500.00",2020-08-27,"R215,625",215625,187500.0,Ethekwini municipality,cloth masks,1.0,30.0,6250.0
1891,43982,ETHEKWINI MUNICIPALITY,PPE018 3 Layer fabric cloth masks,INDUMENI TRADING CC,RE-USABLE FACE MASK 3PLY CLOTH,100.0,6520.0,Each,2020-04-05,"R652,000.00",2020-06-15,"R187,450",187450,652000.0,Ethekwini municipality,cloth masks,1.0,100.0,6520.0
1892,43983,IZIKO MUSEUMS OF CAPE TOWN,PPE018 3 Layer fabric cloth masks,In the Lupe,0,25.3,500.0,Each,2020-04-05,"R12,650.00",2020-04-05,"R12,650",12650,12650.0,Iziko museums of cape town,cloth masks,1.0,25.3,500.0
1893,43984,KWA-ZULU NATAL - TRADE AND INVESTMENT KWAZULU-NATAL,PPE018 3 Layer fabric cloth masks,FOOT STYLE,0,11.5,320.0,Each,2020-04-05,"R3,680.00",2020-06-05,"R3,680",3680,3680.0,Kwazulu natal - trade and investment,cloth masks,1.0,11.5,320.0
1894,43985,KWA-ZULU NATAL - TRADE AND INVESTMENT KWAZULU-NATAL,PPE018 3 Layer fabric cloth masks,MABUGANA GROUP,0,17.25,80.0,Each,2020-04-05,"R1,380.00",2020-06-26,"R1,380",1380,1380.0,Kwazulu natal - trade and investment,cloth masks,1.0,17.25,80.0
1895,43986,LAINGSBURG MUNICIPALITY,PPE018 3 Layer fabric cloth masks,NATIONAL CAP FACTORY,0,26.16,200.0,Each,2020-04-05,"R5,520.00",2020-02-06,"R5,520",5520,5520.0,Laingsburg municipality,cloth masks,1.0,26.16,200.0
1896,43987,MERAFONG LOCAL MUNICIPALITY,PPE018 3 Layer fabric cloth masks,Kopanong Sewing Co-operative,0,25.0,300.0,Each,2020-04-05,"R7,500.00",2020-05-14,"R7,500",7500,7500.0,Merafong local municipality,cloth masks,1.0,25.0,300.0
1897,43988,SEDIBENG WATER,PPE018 3 Layer fabric cloth masks,NNNTT Printing and Embroidery 17 CoOperative,0,19.5,1500.0,Each,2020-04-05,"R29,250.00",,"R29,250",29250,29250.0,Sedibeng water,cloth masks,1.0,19.5,1500.0
1898,43989,SEDIBENG WATER,PPE018 3 Layer fabric cloth masks,NNNTT Printing and Embroidery 17 CoOperative,0,19.5,1500.0,Each,2020-04-05,"R29,250.00",2020-05-13,"R29,250",29250,29250.0,Sedibeng water,cloth masks,1.0,19.5,1500.0
1899,44055,GAUTENG - HEALTH,Dusks mask various sizes 2020 FFP2,SENATLA TRADING ENTERPRISE 180,0,41.36,100000.0,Each,2020-05-05,"R4,136,000.00",,R0,0,4136000.0,Gauteng - health,"respirator masks (FFP2, N95)",1.0,41.36,100000.0
1900,44056,GAUTENG - HEALTH,Dusks mask various sizes 2020 FFP2,DINAANE CONSULTING SERVICES,0,55.0,500000.0,Each,2020-05-05,"R27,500,000.00",,R0,0,27500000.0,Gauteng - health,"respirator masks (FFP2, N95)",1.0,55.0,500000.0
1901,44074,EASTERN CAPE - EASTERN CAPE DEVELOPMENT CORPORATION,Mask - Branded cloth masks (3 layers),Amzluyo Enterprise,0,55.0,200.0,Each,2020-05-05,"R11,000.00",,"R11,000",11000,11000.0,Eastern cape - development corporation,cloth masks,1.0,55.0,200.0
1902,44075,GAUTENG - HEALTH,Mask face 3ply loops with tie disposable,ZAKHENI STRATEGIC SUPPLIES,0,19.95,1000000.0,Each,2020-05-05,"R19,950,000.00",,R0,0,19950000.0,Gauteng - health,Uncategorized masks,1.0,19.95,1000000.0
1903,44076,GAUTENG - HEALTH,Mask face 3ply loops with tie disposable,STEELWOOD INTERNATIONAL,0,16.5,1500000.0,Each,2020-05-05,"R24,750,000.00",,R0,0,24750000.0,Gauteng - health,Uncategorized masks,1.0,16.5,1500000.0
1904,44077,GAUTENG - HEALTH,Mask face 3ply loops with tie disposable,LMD ENGINEERING,0,16.04,2000000.0,Each,2020-05-05,"R32,080,000.00",,R0,0,32080000.0,Gauteng - health,Uncategorized masks,1.0,16.04,2000000.0
1905,44078,GAUTENG - HEALTH,Mask face 3ply loops with tie disposable,DINAANE CONSULTING SERVICES,0,19.9,500000.0,Each,2020-05-05,"R9,950,000.00",,R0,0,9950000.0,Gauteng - health,Uncategorized masks,1.0,19.9,500000.0
1906,44130,DEFENCE,PPE001 Surgical masks for patients,Futurenett Supplies and Projects 125 (Pty) Ltd,0,26.5,20000.0,Each (Box of 50),2020-05-05,"R530,000.00",2020-12-05,"R530,000",530000,530000.0,Defence,PPE001 Surgical masks for patients,50.0,0.53,1000000.0
1907,44131,DEFENCE,PPE001 Surgical masks for patients,Kgoroyaohle Trading,0,24.0,20000.0,Each (Box of 50),2020-05-05,"R480,000.00",2020-12-05,"R480,000",480000,480000.0,Defence,PPE001 Surgical masks for patients,50.0,0.48,1000000.0
1908,44132,DEFENCE,PPE001 Surgical masks for patients,Nkoma  Supply and Projects,0,23.5,20000.0,Each (Box of 50),2020-05-05,"R470,000.00",2020-12-05,"R470,000",470000,470000.0,Defence,PPE001 Surgical masks for patients,50.0,0.47,1000000.0
1909,44133,DEFENCE,PPE001 Surgical masks for patients,Puleng Development cc,0,20.0,20000.0,Each (Box of 50),2020-05-05,"R400,000.00",2020-12-05,"R400,000",400000,400000.0,Defence,PPE001 Surgical masks for patients,50.0,0.4,1000000.0
1910,44134,DEFENCE,PPE001 Surgical masks for patients,Leemash Catering,0,26.5,30000.0,Each (Box of 50),2020-05-05,"R795,000.00",2020-08-05,"R795,000",795000,795000.0,Defence,PPE001 Surgical masks for patients,50.0,0.53,1500000.0
1911,44135,DEFENCE,PPE001 Surgical masks for patients,Nwaxigawuri Trading (Pty) Ltd,0,22.5,40000.0,Each (Box of 50),2020-05-05,"R900,000.00",2020-08-05,"R900,000",900000,900000.0,Defence,PPE001 Surgical masks for patients,50.0,0.45,2000000.0
1912,44136,DEFENCE,PPE001 Surgical masks for patients,Banthati Property Development,0,24.0,40000.0,Each (Box of 50),2020-05-05,"R960,000.00",2020-12-05,"R960,000",960000,960000.0,Defence,PPE001 Surgical masks for patients,50.0,0.48,2000000.0
1913,44137,DEFENCE,PPE001 Surgical masks for patients,Roxports (Pty) Ltd,0,21.0,40000.0,Each (Box of 50),2020-05-05,"R840,000.00",2020-12-05,"R840,000",840000,840000.0,Defence,PPE001 Surgical masks for patients,50.0,0.42,2000000.0
1914,44138,DEFENCE,PPE001 Surgical masks for patients,ZAKHENI STRATEGIC SUPPLIES,0,26.0,40000.0,Each (Box of 50),2020-05-05,"R1,040,000.00",2020-12-05,"R1,040,000",1040000,1040000.0,Defence,PPE001 Surgical masks for patients,50.0,0.52,2000000.0
1915,44139,DEFENCE,PPE001 Surgical masks for patients,Moreje Construction,0,21.0,40000.0,Each (Box of 50),2020-05-05,"R840,000.00",2020-05-14,"R840,000",840000,840000.0,Defence,PPE001 Surgical masks for patients,50.0,0.42,2000000.0
1916,44140,DEFENCE,PPE001 Surgical masks for patients,HLCB Holdings,0,28.95,50000.0,Each (Box of 50),2020-05-05,"R1,447,500.00",2020-12-05,"R1,447,500",1447500,1447500.0,Defence,PPE001 Surgical masks for patients,50.0,0.579,2500000.0
1917,44141,DEFENCE,PPE001 Surgical masks for patients,MN Group (Pty) Ltd,0,27.0,50000.0,Each (Box of 50),2020-05-05,"R1,350,000.00",2020-12-05,"R1,350,000",1350000,1350000.0,Defence,PPE001 Surgical masks for patients,50.0,0.54,2500000.0
1918,44142,DEFENCE,PPE001 Surgical masks for patients,Imonti Tours,Thermometer,87.66,50000.0,Each (Box of 50),2020-05-05,"R4,383,225.00",2020-12-05,"R4,383,225",4383225,4383225.0,Defence,PPE001 Surgical masks for patients,50.0,1.7531999999999999,2500000.0
1919,44143,JOHANNESBURG SOCIAL HOUSING COMPANY (JOSHCO),PPE001 Surgical masks for patients,Lemu Group Pty Ltd,kn 95 Mask,115.0,1000.0,Each,2020-05-05,"R115,000.00",2020-03-06,"R132,250",132250,115000.0,Johannesburg social housing company (joshco),PPE001 Surgical masks for patients,1.0,115.0,1000.0
1920,44145,SOUTH AFRICAN NATIONAL PARK,PPE001 Surgical masks for patients,Elan Distributors,0,14.76,350.0,Each,2020-05-05,"R5,166.93",2020-02-07,"R5,167",5167,5166.93,South african national parks,PPE001 Surgical masks for patients,1.0,14.76,350.0
1921,44146,SOUTH AFRICAN REVENUE SERVICE,PPE001 Surgical masks for patients,JD Strategic Investments,0,562.1,1000.0,Box of 50,2020-05-05,"R562,100.00",2020-05-26,"R562,100",562100,562100.0,South african revenue services,PPE001 Surgical masks for patients,50.0,11.242,50000.0
1922,44148,MPUMALANGA - HEALTH,PPE002 Surgical masks for healt care workers,CLINIPRO,0,19.55,14600.0,Each,2020-05-05,"R4,887,500.00",2020-09-07,"R285,430",285430,4887500.0,Mpumalanga - health,PPE002 Surgical masks for health care workers,1.0,19.55,14600.0
1923,44149,MPUMALANGA - HEALTH,PPE002 Surgical masks for healt care workers,CLINIPRO,0,19.55,250000.0,Each,2020-05-05,"R4,887,500.00",2020-09-07,"R4,887,500",4887500,4887500.0,Mpumalanga - health,PPE002 Surgical masks for health care workers,1.0,19.55,250000.0
1924,44150,MANDELA BAY DEVELOPMENT AGENCY,PPE003 Respirator mask,AD MEDICAL,Half Mask X-PLORE  3500,360.0,14.0,Each,2020-05-05,"R5,040.00",2020-01-06,"R5,796",5796,5040.0,Mandela bay development agency,"respirator masks (FFP2, N95)",1.0,360.0,14.0
1925,44151,MANDELA BAY DEVELOPMENT AGENCY,PPE003 Respirator mask,AD MEDICAL,Half Mask X-PLORE  particle filter,75.6,112.0,Each,2020-05-05,"R8,467.20",2020-01-06,"R9,737",9737,8467.2,Mandela bay development agency,"respirator masks (FFP2, N95)",1.0,75.6,112.0
1926,44170,BROADBAND INFRACO SOC,PPE017 2 Layer fabric cloth masks,Gin Production and Events Management,0,28.0,200.0,Each,2020-05-05,"R52,410.00",2020-05-15,"R52,410",52410,52410.0,Broadband infraco soc,cloth masks,1.0,28.0,200.0
1927,44171,BROADBAND INFRASTRUCTURE COMPANY (PTY) LTD,PPE017 2 Layer fabric cloth masks,Gin Production and Events Management,0,196.0,200.0,Each,2020-05-05,"R366,870.00",2020-05-15,"R366,870",366870,366870.0,Broadband infrastructure company (pty) ltd,cloth masks,1.0,196.0,200.0
1928,44174,KZN GROWTH FUND TRUST,PPE017 2 Layer fabric cloth masks,iJampile,0,25.0,50.0,Each,2020-05-05,"R1,250.00",2020-06-15,"R1,250",1250,1250.0,Kwazulu natal - growth fund trust,cloth masks,1.0,25.0,50.0
1929,44176,EASTERN CAPE - MAYIBUYE TRANSPORT CORPORATION,PPE018 3 Layer fabric cloth masks,Amzluyo Enterprise,0,55.0,200.0,Each,2020-05-05,"R11,000.00",,"R11,000",11000,11000.0,Eastern cape - mayibuye transport corporation,cloth masks,1.0,55.0,200.0
1930,44266,GAUTENG - HEALTH,Mask face 3ply loops with tie disposable,GIVEN EXCLUSIVE PROJECTS,0,17.5,300000.0,Each,2020-06-05,"R5,250,000.00",,R0,0,5250000.0,Gauteng - health,Uncategorized masks,1.0,17.5,300000.0
1931,44298,ALL WCG DEPARTMENTS,PPE001 Surgical masks for patients,FG Uniforms,0,49.98,1000.0,Each,2020-06-05,"R49,979.00",,"R49,979",49979,49979.0,All wcg departments,PPE001 Surgical masks for patients,1.0,49.98,1000.0
1932,44299,ALL WCG DEPARTMENTS,PPE001 Surgical masks for patients,J AND J REWARDS (PTY) LTD,0,19.55,10000.0,Each,2020-06-05,"R195,500.00",,"R195,500",195500,195500.0,All wcg departments,PPE001 Surgical masks for patients,1.0,19.55,10000.0
1933,44300,CITY OF JOHANNESBURG - CORE,PPE001 Surgical masks for patients,Rads Investment,0,8.5,300000.0,Each,2020-06-05,"R2,932,500.00",,"R2,932,500",2932500,2932500.0,City of johannesburg,PPE001 Surgical masks for patients,1.0,8.5,300000.0
1934,44301,HOME AFFAIRS,PPE001 Surgical masks for patients,DNS SUPPLIES,0,862.5,100.0,Box of 50,2020-06-05,"R86,250.00",2020-05-20,"R86,250",86250,86250.0,Home affairs,PPE001 Surgical masks for patients,50.0,17.25,5000.0
1935,44302,ALL WCG DEPARTMENTS,PPE002 Surgical masks for healt care workers,SPARKS AND ELLIS,0,15.53,2200.0,Each,2020-06-05,"R34,155.00",2020-05-15,"R34,155",34155,34155.0,All wcg departments,PPE002 Surgical masks for health care workers,1.0,15.53,2200.0
1936,44303,ALL WCG DEPARTMENTS,PPE002 Surgical masks for healt care workers,PEPKOR TRADING,Mask Surgical/medical,11.04,500000.0,Each,2020-06-05,"R900,000.00",2020-05-22,"R5,520,000",5520000,900000.0,All wcg departments,PPE002 Surgical masks for health care workers,1.0,11.04,500000.0
1937,44304,ALL WCG DEPARTMENTS,PPE002 Surgical masks for healt care workers,PROMED TECNOLOGIES,"Surgical Gloves Nitrile, 7",5.35,146800.0,Each,2020-06-05,"R6,900,000.00",2020-06-18,"R784,647",784647,6900000.0,All wcg departments,PPE002 Surgical masks for health care workers,1.0,5.35,146800.0
1938,44305,ALL WCG DEPARTMENTS,PPE002 Surgical masks for healt care workers,PROMED TECNOLOGIES,"Surgical Gloves Nitrile, 7.5",5.35,244100.0,Each,2020-06-05,"R29,325,000.00",2020-06-18,"R1,304,715",1304715,29325000.0,All wcg departments,PPE002 Surgical masks for health care workers,1.0,5.35,244100.0
1939,44306,BELA-BELA LOCAL MUNICIPALITY,PPE002 Surgical masks for healt care workers,MD Hardware,0,10.0,2000.0,Each,2020-06-05,"R20,000.00",2020-05-15,"R20,000",20000,20000.0,Bela-bela local municipality,PPE002 Surgical masks for health care workers,1.0,10.0,2000.0
1940,44307,ETHEKWINI MUNICIPALITY,PPE002 Surgical masks for healt care workers,SIMANDLOVU TRADING,MASK DUST DISPOSABLE SABS,54.0,25000.0,Each,2020-06-05,"R1,350,000.00",2020-11-06,"R1,552,500",1552500,1350000.0,Ethekwini municipality,PPE002 Surgical masks for health care workers,1.0,54.0,25000.0
1941,44308,ALL WCG DEPARTMENTS,PPE003 Respirator mask,ZANS AFRICAN MEDICAL,Other - Ppe,137.11,300.0,Each,2020-06-05,"R6,661,942.76",2020-05-22,"R41,133",41133,6661942.76,All wcg departments,"respirator masks (FFP2, N95)",1.0,137.11,300.0
1942,44309,ALL WCG DEPARTMENTS,PPE003 Respirator mask,ZANS AFRICAN MEDICAL,Other - Ppe,143.69,5000.0,Each,2020-06-05,"R2,995,298.00",2020-05-22,"R718,450",718450,2995298.0,All wcg departments,"respirator masks (FFP2, N95)",1.0,143.69,5000.0
1943,44310,KWA-ZULU NATAL - AGRI-BUSINESS DEVELOPMENT AGENCY,PPE003 Respirator mask,HQM Trading,0,17.0,300.0,Each,2020-06-05,"R5,100.00",2020-05-18,"R5,100",5100,5100.0,Kwazulu natal - agri-business development agency,"respirator masks (FFP2, N95)",1.0,17.0,300.0
1944,44311,SALDANHA BAY MUNICIPALITY,PPE003 Respirator mask,Gosafe Trading (Pty) Ltd.,Dust Masks,10.34,800.0,Each,2020-06-05,"R8,270.80",2020-07-27,"R8,271",8271,8270.8,Saldanha bay municipality,"respirator masks (FFP2, N95)",1.0,10.34,800.0
1945,44352,HWSETA,PPE017 2 Layer fabric cloth masks,Ukusa Office Solutions,0,70.0,320.0,Each,2020-06-05,"R25,760.00",,R0,0,25760.0,Hwseta,cloth masks,1.0,70.0,320.0
1946,44353,INXUBA YETHEMBA LOCAL  MUNICIPALITY,PPE017 2 Layer fabric cloth masks,Arque Supplies,0,70.0,250.0,Each,2020-06-05,"R17,500.00",2020-09-06,"R17,500",17500,17500.0,Inxuba yethemba local  municipality,cloth masks,1.0,70.0,250.0
1947,44354,ALL WCG DEPARTMENTS,PPE018 3 Layer fabric cloth masks,I K N S TRADING,0,21.85,1800.0,Each,2020-06-05,"R39,330.00",2020-06-19,"R39,330",39330,39330.0,All wcg departments,cloth masks,1.0,21.85,1800.0
1948,44355,ALL WCG DEPARTMENTS,PPE018 3 Layer fabric cloth masks,VIRTUEDA HEALTH,0,23.0,7000.0,Each,2020-06-05,"R161,000.00",,"R161,000",161000,161000.0,All wcg departments,cloth masks,1.0,23.0,7000.0
1949,44356,"DEPARTMENT OF AGRICULTURE, RURAL DEVELOPMENT , LAND AND ENVIRONMENTAL AFFAIRS",PPE018 3 Layer fabric cloth masks,Mkhotane Trading,0,24.0,4400.0,Each,2020-06-05,"R105,600.00",2020-06-29,"R105,600",105600,105600.0,"Department of agriculture, rural development, land and environmental affairs",cloth masks,1.0,24.0,4400.0
1950,44357,KWA-ZULU NATAL - AGRI-BUSINESS DEVELOPMENT AGENCY,PPE018 3 Layer fabric cloth masks,HQM Trading,0,39.2,340.0,Each,2020-06-05,"R13,328.00",2020-05-18,"R13,328",13328,13328.0,Kwazulu natal - agri-business development agency,cloth masks,1.0,39.2,340.0
1951,44358,LEGAL AID SA,PPE018 3 Layer fabric cloth masks,Supra Latex (Pty) Ltd t/a Suprahealthcare,0,908.5,1.0,Box of 100,2020-06-05,R908.50,2020-06-05,R909,909,908.5,Legal aid south africa,cloth masks,100.0,9.085,100.0
1952,44359,LEGAL AID SOUTH AFRICA,PPE018 3 Layer fabric cloth masks,Supra Latex (Pty) Ltd t/a Suprahealthcare,0,1817.0,1.0,Box of 100,2020-06-05,"R1,817.00",2020-06-05,"R1,817",1817,1817.0,Legal aid south africa,cloth masks,100.0,18.17,100.0
1953,44360,NATIONAL DEPARTMENT OF HEALTH,PPE018 3 Layer fabric cloth masks,Tammy Taylor Nails SA Holdings,0,57.5,2000.0,Each,2020-06-05,"R115,000.00",2020-06-05,"R115,000",115000,115000.0,Department of health,cloth masks,1.0,57.5,2000.0
1954,44361,NORTHERN CAPE - COOPERATIVE GOVERNANCE HUMAN SETTLEMENT AND TRADITIONAL AFFAIRS,PPE018 3 Layer fabric cloth masks,KIDS SPORTSWEAR,0,322.0,730.0,Each,2020-06-05,"R235,060.00",2020-05-22,"R235,060",235060,235060.0,Northern cape - cooperative governance human settlement and traditional affairs,cloth masks,1.0,322.0,730.0
1955,44362,PETROSA,PPE018 3 Layer fabric cloth masks,Asalens Productions,0,22.5,3000.0,Each,2020-06-05,"R67,500.00",2020-11-06,"R67,500",67500,67500.0,Petrosa,cloth masks,1.0,22.5,3000.0
1956,44363,WC PUBLIC ENTITIES,PPE018 3 Layer fabric cloth masks,AB Industrial,0,17.25,2000.0,Each,2020-06-05,"R34,500.00",2020-05-27,"R34,500",34500,34500.0,Wc public entities,cloth masks,1.0,17.25,2000.0
1957,44455,GAUTENG - HEALTH,Dusks mask various sizes 2020 FFP2,BEADICA 423,0,41.36,100000.0,Each,2020-07-05,"R4,136,000.00",,"R59,636,000",59636000,4136000.0,Gauteng - health,"respirator masks (FFP2, N95)",1.0,41.36,100000.0
1958,44476,GAUTENG - HEALTH,Mask face theatre bacterial filtration,D V S TRADING ENTERPRISE,0,675.0,400.0,Box of 100,2020-07-05,"R270,000.00",,"R270,000",270000,270000.0,Gauteng - health,Uncategorized masks,100.0,6.75,40000.0
1959,44524,CITY OF JOHANNESBURG - CORE,PPE001 Surgical masks for patients,Brittan Healthcare (Pty) Ltd,0,8.78,300000.0,Each,2020-07-05,"R3,029,100.00",,"R3,029,100",3029100,3029100.0,City of johannesburg,PPE001 Surgical masks for patients,1.0,8.78,300000.0
1960,44525,HOME AFFAIRS,PPE001 Surgical masks for patients,M M B Trading And Projects,0,24.96,6000.0,Each,2020-07-05,"R149,760.00",2020-05-15,"R94,848",94848,149760.0,Home affairs,PPE001 Surgical masks for patients,1.0,24.96,6000.0
1961,44526,HOME AFFAIRS,PPE001 Surgical masks for patients,M M B Trading And Projects,0,24.96,6000.0,Each,2020-07-05,"R149,760.00",2020-07-22,"R54,912",54912,149760.0,Home affairs,PPE001 Surgical masks for patients,1.0,24.96,6000.0
1962,44527,ILEMBE DISTRICT MUNICIPALITY - KZN,PPE001 Surgical masks for patients,MOTALL ENTERPRISE,0,63.5,2000.0,Each,2020-07-05,"R126,500.00",,R0,0,126500.0,Ilembe district municipality - kzn,PPE001 Surgical masks for patients,1.0,63.5,2000.0
1963,44528,OFFICE OF THE OMBUD FOR FINANCIAL SERVICE PROVIDERS,PPE001 Surgical masks for patients,Dante Personnell Recruitment (Pty) Ltd,0,776.25,50.0,Box of 50,2020-07-05,"R38,812.50",2020-11-05,"R38,813",38813,38812.5,Office of the ombud for financial service providers,PPE001 Surgical masks for patients,50.0,15.525,2500.0
1964,44529,SOUTH AFRICAN REVENUE SERVICE,PPE001 Surgical masks for patients,JD Strategic Investments,0,562.1,3774.0,Box of 50,2020-07-05,"R2,121,365.40",2020-05-27,"R2,121,365",2121365,2121365.4,South african revenue services,PPE001 Surgical masks for patients,50.0,11.242,188700.0
1965,44530,WC PUBLIC ENTITIES,PPE001 Surgical masks for patients,BRAND UNIVERSE,0,44.0,2000.0,Each,2020-07-05,"R88,000.00",2020-05-20,"R88,000",88000,88000.0,Wc public entities,PPE001 Surgical masks for patients,1.0,44.0,2000.0
1966,44531,ETHEKWINI MUNICIPALITY,PPE002 Surgical masks for healt care workers,SIMANDLOVU TRADING,MASK DUST DISPOSABLE SABS,54.0,50000.0,Each,2020-07-05,"R2,700,000.00",2020-10-06,"R3,105,000",3105000,2700000.0,Ethekwini municipality,PPE002 Surgical masks for health care workers,1.0,54.0,50000.0
1967,44532,MANDELA BAY DEVELOPMENT AGENCY,PPE003 Respirator mask,HYMAN MASTERFENCE CC,Single cartridge half mask catridges,110.0,144.0,Each,2020-07-05,"R15,840.00",2020-09-06,"R18,216",18216,15840.0,Mandela bay development agency,"respirator masks (FFP2, N95)",1.0,110.0,144.0
1968,44533,MANDELA BAY DEVELOPMENT AGENCY,PPE003 Respirator mask,HYMAN MASTERFENCE CC,Single cartridge half mask respirators,120.0,36.0,Each,2020-07-05,"R4,320.00",2020-09-06,"R4,968",4968,4320.0,Mandela bay development agency,"respirator masks (FFP2, N95)",1.0,120.0,36.0
1969,44534,NATIONAL RESEARCH FOUNDATION,PPE003 Respirator mask,MUAKI GROUP PTY LTD,0,650.0,5.0,Box of 10,2020-07-05,"R3,250.00",2020-05-27,"R3,250",3250,3250.0,National research foundation,"respirator masks (FFP2, N95)",10.0,65.0,50.0
1970,44576,CAPE AGULHAS MUNICIPALITY,PPE017 2 Layer fabric cloth masks,BEACHES CLOTHING,0,23.0,1000.0,Each,2020-07-05,"R23,000.00",,"R23,000",23000,23000.0,Cape agulhas municipality,cloth masks,1.0,23.0,1000.0
